name,type,race,atk,def,level,attribute,archetype
Salamangreat Miragestallio,XYZ Monster,Cyberse,2000,900,3,FIRE,Salamangreat
Salamangreat Mole,Effect Monster,Cyberse,0,0,1,FIRE,Salamangreat
Salamangreat of Fire,Effect Monster,Cyberse,800,800,2,FIRE,Salamangreat
Salamangreat Parro,Effect Monster,Cyberse,2000,1000,5,FIRE,Salamangreat
Salamangreat Pyro Phoenix,Link Monster,Cyberse,2800,-1,0,FIRE,Salamangreat
Salamangreat Raccoon,Effect Monster,Cyberse,400,800,1,FIRE,Salamangreat
Salamangreat Rage,Trap Card,Normal,-1,-1,0,NONE,Salamangreat
Salamangreat Raging Phoenix,Link Monster,Cyberse,2800,-1,0,FIRE,Salamangreat
Salamangreat Recureance,Spell Card,Normal,-1,-1,0,NONE,Salamangreat
Salamangreat Revive,Trap Card,Normal,-1,-1,0,NONE,Salamangreat
Salamangreat Roar,Trap Card,Counter,-1,-1,0,NONE,Salamangreat
Salamangreat Sanctuary,Spell Card,Field,-1,-1,0,NONE,Salamangreat
Salamangreat Spinny,Effect Monster,Cyberse,1000,1500,3,FIRE,Salamangreat
Salamangreat Sunlight Wolf,Link Monster,Cyberse,1800,-1,0,FIRE,Salamangreat
Salamangreat Tiger,Tuner Monster,Cyberse,2000,500,5,FIRE,Salamangreat
Salamangreat Transcendence,Spell Card,Quick-Play,-1,-1,0,NONE,Salamangreat
Salamangreat Violet Chimera,Fusion Monster,Cyberse,2800,2000,8,FIRE,Salamangreat
Salamangreat Weasel,Tuner Monster,Cyberse,700,1400,3,FIRE,Salamangreat
Salamangreat Wolvie,Effect Monster,Cyberse,1700,1000,4,FIRE,Salamangreat
Salamangreat Zebroid X,Effect Monster,Cyberse,1500,100,4,FIRE,Salamangreat
Samsara D Lotus,Effect Monster,Fiend,0,0,1,DARK,Relinquished
Samurai of the Ice Barrier,Effect Monster,Warrior,1800,1500,4,WATER,Ice Barrier
Sanaki the Mikanko Devotee,Effect Monster,Illusion,0,0,3,EARTH,Mikanko
"Sandaion, the Timelord",Effect Monster,Fairy,4000,4000,10,LIGHT,Timelord
Sangen Furo,Spell Card,Continuous,-1,-1,0,NONE,Sangen
Sangen Kaiho,Trap Card,Normal,-1,-1,0,NONE,Sangen
Sangen Kaimen,Spell Card,Quick-Play,-1,-1,0,NONE,Sangen
Sangen Summoning,Spell Card,Field,-1,-1,0,NONE,Sangen
Sangenpai Bident Dragion,Synchro Tuner Monster,Dragon,2600,2000,7,FIRE,Sangen
Sangenpai Transcendent Dragion,Synchro Monster,Dragon,3000,3000,10,FIRE,Sangen
Saqlifice,Spell Card,Equip,-1,-1,0,NONE,Qli
Sargasso the D.D. Battlefield,Spell Card,Field,-1,-1,0,NONE,D.D.
Satellarknight Alsahm,Effect Monster,Warrior,1400,1800,4,LIGHT,Tellarknight
Satellarknight Altair,Effect Monster,Warrior,1700,1300,4,LIGHT,Tellarknight
Satellarknight Betelgeuse,Effect Monster,Warrior,700,1900,4,LIGHT,Tellarknight
Satellarknight Capella,Effect Monster,Warrior,1100,2000,4,LIGHT,Stellarknight
Satellarknight Deneb,Effect Monster,Warrior,1500,1000,4,LIGHT,Tellarknight
Satellarknight Procyon,Effect Monster,Warrior,1300,1200,4,LIGHT,Tellarknight
Satellarknight Rigel,Effect Monster,Warrior,1900,700,4,LIGHT,Tellarknight
Satellarknight Sirius,Effect Monster,Warrior,1600,900,4,LIGHT,Tellarknight
Satellarknight Skybridge,Spell Card,Quick-Play,-1,-1,0,NONE,Tellarknight
Satellarknight Unukalhai,Effect Monster,Warrior,1800,1000,4,LIGHT,Tellarknight
Satellarknight Vega,Effect Monster,Warrior,1200,1600,4,LIGHT,Tellarknight
Satellarknight Zefrathuban,Pendulum Effect Monster,Warrior,0,2100,4,LIGHT,tellarknight
Satellite Synchron,Tuner Monster,Machine,700,100,2,DARK,Synchron
Sauge de Fleur,Effect Monster,Spellcaster,2900,0,8,DARK,Fleur
"Sauravis, Dragon Sage of the Voiceless Voice",Effect Monster,Dragon,2600,2800,7,LIGHT,Voiceless Voice
Scar of the Vendread,Effect Monster,Zombie,2300,0,6,DARK,Vendread
Scareclaw Acro,Effect Monster,Beast,0,2000,3,EARTH,Scareclaw
Scareclaw Alternative,Trap Card,Normal,-1,-1,0,NONE,Scareclaw
Scareclaw Arrival,Spell Card,Normal,-1,-1,0,NONE,Scareclaw
Scareclaw Astra,Effect Monster,Beast,0,1300,3,EARTH,Scareclaw
Scareclaw Belone,Effect Monster,Beast,0,1700,3,EARTH,Scareclaw
Scareclaw Decline,Spell Card,Normal,-1,-1,0,NONE,Scareclaw
Scareclaw Defanging,Spell Card,Continuous,-1,-1,0,NONE,Scareclaw
Scareclaw Kashtira,Effect Monster,Psychic,0,2600,7,EARTH,Kashtira
Scareclaw Light-Heart,Link Monster,Beast-Warrior,500,-1,0,DARK,Scareclaw
Scareclaw Reichheart,Effect Monster,Warrior,1500,2100,4,DARK,Scareclaw
Scareclaw Sclash,Trap Card,Continuous,-1,-1,0,NONE,Scareclaw
Scareclaw Straddle,Spell Card,Quick-Play,-1,-1,0,NONE,Scareclaw
Scareclaw Tri-Heart,Link Monster,Beast-Warrior,3000,-1,0,DARK,Scareclaw
Scareclaw Twinsaw,Trap Card,Normal,-1,-1,0,NONE,Scareclaw
Scarlet Security,Spell Card,Normal,-1,-1,0,NONE,Archfiend
Scarlight Red Dragon Archfiend,Synchro Monster,Dragon,3000,2500,8,DARK,Archfiend
"Scarm, Malebranche of the Burning Abyss",Effect Monster,Fiend,800,2000,3,DARK,Burning Abyss
"Scarr, Scout of Dark World",Effect Monster,Fiend,500,500,2,DARK,Dark World
Scarred Dragon Archfiend,Synchro Monster,Dragon,3000,2500,8,DARK,Archfiend
Scatter Fusion,Spell Card,Continuous,-1,-1,0,NONE,Fusion
Schuberta the Melodious Maestra,Fusion Monster,Fairy,2400,2000,6,LIGHT,Melodious
Score the Melodious Diva,Effect Monster,Fairy,200,200,2,LIGHT,Melodious
Scourge of the White Forest,Spell Card,Quick-Play,-1,-1,0,NONE,White Forest
Scramble!! Scramble!!,Spell Card,Quick-Play,-1,-1,0,NONE,Mecha Phantom Beast
Scrap Archfiend,Synchro Monster,Fiend,2700,1800,7,EARTH,Archfiend
Scrap Beast,Tuner Monster,Beast,1600,1300,4,EARTH,Scrap
Scrap Breaker,Effect Monster,Machine,2100,700,6,EARTH,Scrap
Scrap Chimera,Effect Monster,Beast,1700,500,4,EARTH,Scrap
Scrap Crash,Trap Card,Normal,-1,-1,0,NONE,Scrap
Scrap Dragon,Synchro Monster,Dragon,2800,2000,8,EARTH,Scrap
Scrap Factory,Spell Card,Field,-1,-1,0,NONE,Scrap
Scrap Fist,Spell Card,Quick-Play,-1,-1,0,NONE,Junk
Scrap Garage,Trap Card,Normal,-1,-1,0,NONE,Scrap
Scrap Goblin,Tuner Monster,Beast-Warrior,0,500,3,EARTH,Scrap
Scrap Golem,Effect Monster,Rock,2300,1400,5,EARTH,Scrap
Scrap Hunter,Effect Monster,Machine,1600,400,3,EARTH,Scrap
Scrap Kong,Effect Monster,Beast,2000,1000,4,EARTH,Scrap
Scrap Lube,Spell Card,Continuous,-1,-1,0,NONE,Scrap
Scrap Mind Reader,Tuner Monster,Machine,0,0,1,EARTH,Scrap
Scrap Orthros,Tuner Monster,Beast,1700,1100,4,EARTH,Scrap
Scrap Raptor,Tuner Monster,Dinosaur,1400,1000,4,EARTH,Scrap
Scrap Recycler,Effect Monster,Machine,900,1200,3,EARTH,Scrap
Scrap Searcher,Effect Monster,Winged Beast,100,300,1,EARTH,Scrap
Scrap Shark,Effect Monster,Fish,2100,0,4,EARTH,Scrap
Scrap Sheen,Spell Card,Quick-Play,-1,-1,0,NONE,Scrap
Scrap Soldier,Tuner Monster,Warrior,2100,700,5,EARTH,Scrap
Scrap Synchron,Tuner Monster,Machine,700,100,1,EARTH,Scrap
Scrap Twin Dragon,Synchro Monster,Dragon,3000,2200,9,EARTH,Scrap
Scrap Warrior,Synchro Monster,Warrior,1700,100,3,EARTH,Scrap
Scrap Worm,Tuner Monster,Insect,500,100,2,EARTH,Scrap
Scrap Wyvern,Link Monster,Dragon,1700,-1,0,EARTH,Scrap
Scrap-Iron Sacred Statue,Trap Card,Normal,-1,-1,0,NONE,Scrap-Iron
Scrap-Iron Statue,Trap Card,Normal,-1,-1,0,NONE,Junk
Scrapstorm,Spell Card,Quick-Play,-1,-1,0,NONE,Scrap
Scrapyard,Spell Card,Normal,-1,-1,0,NONE,Scrap
Screams of the Branded,Trap Card,Normal,-1,-1,0,NONE,Branded
Sea Dragoons of Draconia,Pendulum Normal Monster,Sea Serpent,200,2100,3,WATER,Draconia
Sea Koala,Effect Monster,Beast,100,1600,2,EARTH,Koala
Sea Stealth Attack,Trap Card,Continuous,-1,-1,0,NONE,Umi
Sea Stealth II,Spell Card,Continuous,-1,-1,0,NONE,Sea Stealth
"Seal, Strategist Fur Hire",Effect Monster,Beast-Warrior,1600,1000,4,DARK,Fur Hire
Searing Fire Wall,Spell Card,Quick-Play,-1,-1,0,NONE,Laval
Second Expedition into Danger!,Trap Card,Continuous,-1,-1,0,NONE,Danger!
Secret Guards of the Ice Barrier,Effect Monster,Aqua,100,1600,2,WATER,Ice Barrier
Secret Six Samurai - Doji,Effect Monster,Warrior,1700,1200,4,DARK,Secret Six Samurai
Secret Six Samurai - Fuma,Tuner Monster,Warrior,200,1800,1,WIND,Secret Six Samurai
Secret Six Samurai - Genba,Tuner Monster,Warrior,500,2100,2,FIRE,Secret Six Samurai
Secret Six Samurai - Hatsume,Effect Monster,Warrior,1600,1500,3,WATER,Secret Six Samurai
Secret Six Samurai - Kizaru,Effect Monster,Warrior,1900,1000,4,EARTH,Secret Six Samurai
Secret Six Samurai - Rihan,Fusion Monster,Warrior,2400,2400,5,LIGHT,Secret Six Samurai
Secret Skills of the Six Samurai,Spell Card,Quick-Play,-1,-1,0,NONE,Six Samurai
Secrets of Dark Magic,Spell Card,Quick-Play,-1,-1,0,NONE,Dark Magician
"Selene, Queen of the Master Magicians",Link Monster,Spellcaster,1850,-1,0,LIGHT,Endymion
Selettrice Vaalmonica,Effect Monster,Spellcaster,1200,1200,4,WATER,Vaalmonica
Sengenjin Wakes from a Millennium,Effect Monster,Beast-Warrior,2750,2500,8,EARTH,Millennium
Senior Silver Ninja,Effect Monster,Warrior,2300,2200,6,EARTH,Ninja
Senko the Skybolt Star,Effect Monster,Warrior,2400,0,7,LIGHT,Star
Sennet Cataract,Trap Card,Normal,-1,-1,0,NONE,Sennet
Sennet Per Akh,Spell Card,Normal,-1,-1,0,NONE,Sennet
Sennet Prophet - Amenhotep,Effect Monster,Zombie,0,1500,4,LIGHT,Sennet
Sennet Prophet - Nefertari,Effect Monster,Zombie,0,1000,4,LIGHT,Sennet
Sennet Thunderfall,Trap Card,Counter,-1,-1,0,NONE,Sennet
Sennetmes Nekhbet,Ritual Effect Monster,Zombie,2800,1500,6,DARK,Sennet
Sennetnakht Sphinx,Ritual Effect Monster,Zombie,5000,2500,12,DARK,Sennet
Sentence of Doom,Trap Card,Continuous,-1,-1,0,NONE,Spirit Message
Sentinel of the Tistina,Effect Monster,Aqua,1200,1400,3,WIND,Tistina
"Sephylon, the Ultimate Timelord",Effect Monster,Fairy,4000,4000,10,LIGHT,Timelord
Serenade the Melodious Diva,Effect Monster,Fairy,400,1900,4,LIGHT,Melodious
Serpent Suppression,Trap Card,Continuous,-1,-1,0,NONE,Reptilianne
Servant of Endymion,Pendulum Effect Monster,Spellcaster,900,1500,3,WIND,Endymion
Service Puppet Play,Trap Card,Normal,-1,-1,0,NONE,Puppet
"Serziel, Watcher of the Evil Eye",Effect Monster,Fiend,1600,1400,4,DARK,Evil Eye
Seven Cities of the Golden Land,Spell Card,Continuous,-1,-1,0,NONE,Golden Land
Seventh Ascension,Spell Card,Normal,-1,-1,0,NONE,Seventh
Seventh Barian's,Spell Card,Field,-1,-1,0,NONE,Barian's
Seventh Eternity,Trap Card,Continuous,-1,-1,0,NONE,Seventh
Seventh Force,Spell Card,Quick-Play,-1,-1,0,NONE,Seventh
Seventh Tachyon,Spell Card,Normal,-1,-1,0,NONE,Seventh
Shaddoll Beast,Flip Effect Monster,Spellcaster,2200,1700,5,DARK,Shaddoll
Shaddoll Construct,Link Monster,Fairy,1200,-1,0,LIGHT,Shaddoll
Shaddoll Core,Trap Card,Continuous,-1,-1,0,NONE,Shaddoll
Shaddoll Dragon,Flip Effect Monster,Spellcaster,1900,0,4,DARK,Shaddoll
Shaddoll Falco,Flip Tuner Effect Monster,Spellcaster,600,1400,2,DARK,Shaddoll
Shaddoll Fusion,Spell Card,Normal,-1,-1,0,NONE,Shaddoll
Shaddoll Hedgehog,Flip Effect Monster,Spellcaster,800,200,3,DARK,Shaddoll
Shaddoll Hound,Flip Effect Monster,Spellcaster,1600,900,4,DARK,Shaddoll
Shaddoll Schism,Trap Card,Continuous,-1,-1,0,NONE,Shaddoll
Shaddoll Squamata,Flip Effect Monster,Spellcaster,1800,1000,4,DARK,Shaddoll
Shaddoll Zefracore,Pendulum Effect Monster,Rock,450,1950,4,DARK,Shaddoll
Shaddoll Zefranaga,Pendulum Effect Monster,Spellcaster,900,100,2,DARK,Shaddoll
Shadow of the Six Samurai - Shien,XYZ Monster,Warrior,2500,400,4,EARTH,Six Samurai
Shadow Tamer,Flip Effect Monster,Warrior,800,700,3,EARTH,Archfiend
Shadow Toon,Spell Card,Normal,-1,-1,0,NONE,Toon
Shadow Vampire,Effect Monster,Zombie,2000,0,5,DARK,Vampire
Shadowknight Archfiend,Effect Monster,Fiend,2000,1600,4,WIND,Archfiend
Shadowpriestess of Ohm,Effect Monster,Spellcaster,1700,1600,4,DARK,Priestess
"Shafu, the Wheeled Mayakashi",Effect Monster,Zombie,1200,400,3,EARTH,Mayakashi
Shaman of the Ashened City,Effect Monster,Pyro,1300,1200,4,DARK,Ashened
Shaman of the Tenyi,Link Monster,Wyrm,1600,-1,0,FIRE,Tenyi
Shard of Greed,Spell Card,Continuous,-1,-1,0,NONE,Greed
Shark Caesar,XYZ Monster,Fish,1800,2000,3,WATER,Shark
Shark Cruiser,Effect Monster,Fish,1800,2200,5,WATER,Shark
Shark Fortress,XYZ Monster,Fish,2400,1800,5,DARK,Shark
Shark Stickers,Effect Monster,Fish,200,1000,3,WATER,Shark
Shell of Chaos,Effect Monster,Machine,1600,0,4,DARK,Chaos
Shelrokket Dragon,Effect Monster,Dragon,1100,2000,2,DARK,Rokket
Shield of the Millennium Dynasty,Effect Monster,Warrior,0,3000,5,EARTH,Millennium
Shield Worm,Effect Monster,Insect,800,2000,4,EARTH,Worm
Shien's Advisor,Effect Monster,Warrior,1200,400,4,EARTH,Six Samurai
Shien's Castle of Mist,Spell Card,Field,-1,-1,0,NONE,Six Samurai
Shien's Dojo,Spell Card,Continuous,-1,-1,0,NONE,Six Samurai
Shien's Footsoldier,Effect Monster,Warrior,700,300,2,EARTH,Six Samurai
Shien's Scheme,Trap Card,Normal,-1,-1,0,NONE,Six Samurai
Shien's Smoke Signal,Spell Card,Normal,-1,-1,0,NONE,Six Samurai
Shien's Squire,Tuner Monster,Warrior,300,700,1,EARTH,Six Samurai
"Shif, Fairy of the Ghoti",Tuner Monster,Fish,0,500,2,WATER,Ghoti
Shimmering Shatterer of the Sacred Beasts,Spell Card,Quick-Play,-1,-1,0,NONE,Sacred Beast
Shining Draw,Spell Card,Normal,-1,-1,0,NONE,Utopia
Shining Hope Road,Spell Card,Normal,-1,-1,0,NONE,Utopia
Shining Sarcophagus,Spell Card,Continuous,-1,-1,0,NONE,Shining Sarcophagus
Shining Umbral Horror,Effect Monster,Fiend,0,2000,4,LIGHT,Umbral Horror
Shinobaron Peacock,Ritual Effect Monster,Winged Beast,3000,2500,8,WIND,Shinobird
Shinobaron Shade Peacock,Ritual Effect Monster,Winged Beast,2000,1500,4,WIND,Shinobird
Shinobaroness Peacock,Ritual Effect Monster,Winged Beast,2500,3000,8,WIND,Shinobird
Shinobaroness Shade Peacock,Ritual Effect Monster,Winged Beast,1500,2000,4,WIND,Shinobird
Shinobird Crane,Spirit Monster,Winged Beast,1500,1500,4,WIND,Shinobird
Shinobird Crow,Spirit Monster,Winged Beast,0,0,4,WIND,Shinobird
Shinobird Pigeon,Spirit Monster,Winged Beast,1000,1800,4,WIND,Shinobird
Shinobird Power Spot,Spell Card,Continuous,-1,-1,0,NONE,Shinobird
Shinobird Salvation,Trap Card,Continuous,-1,-1,0,NONE,Shinobird
Shinobird Token,Token,Winged Beast,-1,-1,0,NONE,Shinobird
Shinobird's Calling,Spell Card,Ritual,-1,-1,0,NONE,Shinobird
Shinonome the Vaylantz Priestess,Pendulum Effect Monster,Spellcaster,500,500,2,WATER,Vaylantz
"Shiny Black ""C""",Effect Monster,Insect,200,500,1,EARTH,"""C"""
"Shiny Black ""C"" Squadder",Normal Monster,Insect,2000,0,4,EARTH,"""C"""
Shipping Archfiend,Tuner Monster,Fiend,0,0,3,WIND,Archfiend
Shiranui Samurai,Effect Monster,Zombie,1800,0,4,FIRE,Shiranui
Shiranui Samuraisaga,Synchro Monster,Zombie,2500,0,6,FIRE,Shiranui
Shiranui Shogunsaga,Synchro Monster,Zombie,3000,0,8,FIRE,Shiranui
Shiranui Skillsaga Supremacy,Link Monster,Zombie,2300,-1,0,FIRE,Shiranui
Shiranui Smith,Effect Monster,Zombie,1000,0,4,FIRE,Shiranui
Shiranui Solitaire,Effect Monster,Zombie,500,0,4,FIRE,Shiranui
Shiranui Spectralsword,Tuner Monster,Zombie,800,0,2,FIRE,Shiranui
Shiranui Spectralsword Shade,Tuner Monster,Zombie,800,0,3,FIRE,Shiranui
Shiranui Spiritmaster,Effect Monster,Zombie,1500,0,4,FIRE,Shiranui
Shiranui Squire,Effect Monster,Zombie,1500,0,4,FIRE,Shiranui
Shiranui Squiresaga,Synchro Monster,Zombie,2100,0,7,FIRE,Shiranui
Shiranui Style Samsara,Trap Card,Continuous,-1,-1,0,NONE,Shiranui
Shiranui Style Solemnity,Spell Card,Continuous,-1,-1,0,NONE,Shiranui
Shiranui Style Success,Trap Card,Normal,-1,-1,0,NONE,Shiranui
Shiranui Style Swallow's Slash,Trap Card,Normal,-1,-1,0,NONE,Shiranui
Shiranui Style Synthesis,Spell Card,Field,-1,-1,0,NONE,Shiranui
Shiranui Sunsaga,Synchro Monster,Zombie,3500,0,10,FIRE,Shiranui
Shiranui Swordmaster,Effect Monster,Zombie,600,0,2,FIRE,Shiranui
Shiranui Swordsaga,Synchro Monster,Zombie,1900,0,5,FIRE,Shiranui
"Shire, Lightsworn Spirit",Effect Monster,Fairy,400,1400,3,LIGHT,Lightsworn
Shock Surprise,Spell Card,Normal,-1,-1,0,NONE,Roid
Shock Troops of the Ice Barrier,Effect Monster,Spellcaster,1500,800,3,WATER,Ice Barrier
Shooting Majestic Star Dragon,Synchro Monster,Dragon,4000,3300,11,WIND,Majestic
Shooting Star Bow - Ceal,Spell Card,Equip,-1,-1,0,NONE,Guardian
Shooting Star Dragon T.G. EX,Synchro Monster,Dragon,3300,2500,10,WIND,T.G.
Shootingcode Talker,Link Monster,Cyberse,2300,-1,0,WATER,Code Talker
Shopina the Melodious Maestra,Effect Monster,Fairy,2300,1700,7,LIGHT,Melodious
Short Circuit,Spell Card,Normal,-1,-1,0,NONE,Batteryman
Shrine of Mist Valley,Spell Card,Field,-1,-1,0,NONE,Mist Valley
"Shurit, Strategist of the Nekroz",Effect Monster,Warrior,300,1800,3,WATER,Nekroz
Shuttleroid,Effect Monster,Machine,1000,1200,4,WIND,Roid
Signs of the Tistina,Trap Card,Continuous,-1,-1,0,NONE,Tistina
Silent Burning,Spell Card,Quick-Play,-1,-1,0,NONE,Silent Magician
Silent Magician,Effect Monster,Spellcaster,1000,1000,4,LIGHT,Silent Magician
Silent Magician LV4,Effect Monster,Spellcaster,1000,1000,4,LIGHT,Silent Magician
Silent Magician LV8,Effect Monster,Spellcaster,3500,1000,8,LIGHT,Silent Magician
Silent Magician Zero,Effect Monster,Spellcaster,1000,1000,4,LIGHT,Silent Magician
Silent Paladin,Effect Monster,Fairy,500,1500,4,LIGHT,Silent Swordsman
Silent Sword Slash,Spell Card,Quick-Play,-1,-1,0,NONE,Silent Swordsman
Silent Swordsman,Effect Monster,Warrior,1000,1000,4,LIGHT,Silent Swordsman
Silent Swordsman LV3,Effect Monster,Warrior,1000,1000,3,LIGHT,Silent Swordsman
Silent Swordsman LV5,Effect Monster,Warrior,2300,1000,5,LIGHT,Silent Swordsman
Silent Swordsman LV7,Effect Monster,Warrior,2800,1000,7,LIGHT,Silent Swordsman
Silent Swordsman Zero,Effect Monster,Warrior,1000,1000,4,LIGHT,Silent Swordsman
Silhouhatte Trick,Trap Card,Continuous,-1,-1,0,NONE,Trap Monster
"Sillva, Warlord of Dark World",Effect Monster,Fiend,2300,1400,5,DARK,Dark World
Silver Gadget,Effect Monster,Machine,1500,1000,4,LIGHT,Gadget
"Silvera, Wolf Tamer of the White Forest",Synchro Tuner Monster,Spellcaster,1900,2400,6,LIGHT,White Forest
Silverrokket Dragon,Effect Monster,Dragon,1900,100,4,DARK,Rokket
Silvy of the White Forest,Tuner Monster,Spellcaster,1500,200,4,LIGHT,White Forest
Simorgh of Darkness,Effect Monster,Winged Beast,2900,2000,8,DARK,Simorgh
Simorgh Onslaught,Spell Card,Normal,-1,-1,0,NONE,Simorgh
Simorgh Repulsion,Spell Card,Normal,-1,-1,0,NONE,Simorgh
Simorgh Sky Battle,Trap Card,Continuous,-1,-1,0,NONE,Simorgh
"Simorgh, Bird of Ancestry",Effect Monster,Winged Beast,2900,2000,8,WIND,Simorgh
"Simorgh, Bird of Beginning",Effect Monster,Winged Beast,0,1600,1,WIND,Simorgh
"Simorgh, Bird of Bringing",Effect Monster,Winged Beast,1000,1000,2,WIND,Simorgh
"Simorgh, Bird of Calamity",Effect Monster,Winged Beast,1500,200,3,WIND,Simorgh
"Simorgh, Bird of Divinity",Effect Monster,Winged Beast,2700,1000,7,WIND,Simorgh
"Simorgh, Bird of Perfection",Effect Monster,Winged Beast,1800,500,4,DARK,Simorgh
"Simorgh, Bird of Protection",Effect Monster,Winged Beast,1400,1000,4,WIND,Simorgh
"Simorgh, Bird of Sovereignty",Link Monster,Winged Beast,2400,-1,0,WIND,Simorgh
"Simorgh, Lord of the Storm",Effect Monster,Winged Beast,2900,2000,8,WIND,Simorgh
Simul Archfiends,Trap Card,Normal,-1,-1,0,NONE,Archfiend
Sinful Spoils Awakening,Trap Card,Normal,-1,-1,0,NONE,Sinful Spoils
Sinful Spoils of Betrayal - Silvera,Trap Card,Normal,-1,-1,0,NONE,Sinful Spoils
Sinful Spoils of Doom - Rciela,Spell Card,Quick-Play,-1,-1,0,NONE,Sinful Spoils
Sinful Spoils of Slumber - Morrian,Trap Card,Normal,-1,-1,0,NONE,Sinful Spoils
Sinful Spoils of the White Forest,Spell Card,Quick-Play,-1,-1,0,NONE,Sinful Spoils
Sinful Spoils Sanctification,Trap Card,Continuous,-1,-1,0,NONE,Sinful Spoils
Sinful Spoils Struggle,Spell Card,Quick-Play,-1,-1,0,NONE,Sinful Spoils
Sinful Spoils Subdual,Trap Card,Normal,-1,-1,0,NONE,Sinful Spoils
Sinister Shadow Games,Trap Card,Normal,-1,-1,0,NONE,Shaddoll
Six Samurai United,Spell Card,Continuous,-1,-1,0,NONE,Six Samurai
Six Scrolls of the Samurai,Spell Card,Quick-Play,-1,-1,0,NONE,Six Samurai
Six Strike - Double Assault,Spell Card,Quick-Play,-1,-1,0,NONE,Six Strike
Six Strike - Sextuple Barrage,Trap Card,Normal,-1,-1,0,NONE,Six Strike
Six Strike - Triple Impact,Spell Card,Normal,-1,-1,0,NONE,Six Samurai
Six Style - Dual Wield,Trap Card,Normal,-1,-1,0,NONE,Six Samurai
Skeletal Dragon Felgrand,Synchro Monster,Zombie,2800,2800,8,LIGHT,Felgrand
Skilled Brown Magician,Effect Monster,Spellcaster,300,200,4,DARK,Skilled Magician
Skilled Dark Magician,Effect Monster,Spellcaster,1900,1700,4,DARK,Dark Magician
Skilled Red Magician,Effect Monster,Spellcaster,1600,1600,4,DARK,Archfiend
Skull Archfiend of Chaos,Effect Monster,Fiend,2500,1200,6,DARK,Light and Darkness Ritual
Skull Archfiend of Lightning,Effect Monster,Fiend,2500,1200,6,DARK,Archfiend
Skull Guardian,Ritual Monster,Warrior,2050,2500,7,LIGHT,Guardian
"Skull Guardian, Protector of the Voiceless Voice",Ritual Effect Monster,Warrior,2050,2500,7,LIGHT,Guardian
Skull Servant,Normal Monster,Zombie,300,200,1,DARK,Skull Servant
Sky Dragoons of Draconia,Pendulum Normal Monster,Winged Beast,2200,200,5,WIND,Draconia
Sky Galloping Gaia the Dragon Champion,Fusion Monster,Dragon,2600,2100,7,WIND,Gaia The Fierce Knight
Sky Iris,Spell Card,Field,-1,-1,0,NONE,Odd-Eyes
Sky Scourge Cidhels,Effect Monster,Fiend,2200,1600,6,EARTH,Sky Scourge
Sky Striker Ace - Azalea,Link Monster,Machine,1500,-1,0,DARK,Sky Striker
Sky Striker Ace - Azalea Temperance,Link Monster,Machine,2500,-1,0,DARK,Sky Striker
Sky Striker Ace - Camellia,Link Monster,Machine,1500,-1,0,DARK,Sky Striker
Sky Striker Ace - Hayate,Link Monster,Machine,1500,-1,0,WIND,Sky Striker
Sky Striker Ace - Kagari,Link Monster,Machine,1500,-1,0,FIRE,Sky Striker
Sky Striker Ace - Kaina,Link Monster,Machine,1500,-1,0,EARTH,Sky Striker
Sky Striker Ace - Raye,Effect Monster,Warrior,1500,1500,4,DARK,Sky Striker
Sky Striker Ace - Roze,Effect Monster,Warrior,1500,1500,4,LIGHT,Sky Striker
Sky Striker Ace - Shizuku,Link Monster,Machine,1500,-1,0,WATER,Sky Striker
Sky Striker Ace - Zeke,Link Monster,Machine,1500,-1,0,DARK,Sky Striker
Sky Striker Ace = Zero,Link Monster,Machine,2000,-1,0,LIGHT,Sky Striker
Sky Striker Ace Token,Token,Warrior,-1,-1,0,NONE,Sky Striker
Sky Striker Airspace - Area Zero,Spell Card,Field,-1,-1,0,NONE,Sky Striker
Sky Striker Maneuver - Afterburners!,Spell Card,Normal,-1,-1,0,NONE,Sky Striker
Sky Striker Maneuver - Jamming Waves!,Spell Card,Normal,-1,-1,0,NONE,Sky Striker
Sky Striker Maneuver - Scissors Cross,Spell Card,Normal,-1,-1,0,NONE,Sky Striker
Sky Striker Maneuver - Vector Blast,Spell Card,Normal,-1,-1,0,NONE,Sky Striker
Sky Striker Mecha - Adil Saber,Effect Monster,Machine,1500,1500,7,WIND,Saber
Sky Striker Mecha - Eagle Booster,Spell Card,Quick-Play,-1,-1,0,NONE,Sky Striker
Sky Striker Mecha - Hornet Drones,Spell Card,Quick-Play,-1,-1,0,NONE,Sky Striker
Sky Striker Mecha - Shark Cannon,Spell Card,Quick-Play,-1,-1,0,NONE,Sky Striker
Sky Striker Mecha - Widow Anchor,Spell Card,Quick-Play,-1,-1,0,NONE,Sky Striker
Sky Striker Mecha Modules - Multirole,Spell Card,Continuous,-1,-1,0,NONE,Sky Striker
Sky Striker Mecharmory - Hercules Base,Spell Card,Equip,-1,-1,0,NONE,Sky Striker
Sky Striker Mobilize - Engage!,Spell Card,Normal,-1,-1,0,NONE,Sky Striker
Sky Striker Mobilize - Linkage!,Spell Card,Quick-Play,-1,-1,0,NONE,Sky Striker
Sky Striker Special Maneuver - Lemnisgate!,Spell Card,Quick-Play,-1,-1,0,NONE,Sky Striker
Skyblaster Token,Token,Fiend,-1,-1,0,NONE,Skyblaster
Skydive Scorcher,Spell Card,Normal,-1,-1,0,NONE,Elemental HERO
